ID,TITLE,URL,PUBLISHER,CATEGORY,STORY,HOSTNAME,TIMESTAMP
229725,Auburn University researchers study airplane cabin bacteria,http://www.ajc.com/news/business/auburn-university-researchers-study-airplane-cabin/nf4Nt/,Atlanta Journal Constitution,m,dMODM41ZutsccKMkIG4SebAHpfQHM,www.ajc.com,1400657497714
104406,Colbert to Replace Letterman,,,,,,
419186,IBM Watson: Pioneering a New Era of Computing,http://www.virtualpressoffice.com/publicsiteContentFileAccess\?fileContentId=1726355&amp;fromOtherPageToDisableHistory=Y&amp;menuName=News&amp;sId=&amp;sInfo=,Virtual Press Office \(press release\),t,dP0q2brGTGLEghMvKS-evLHEQrhkM,www.virtualpressoffice.com,1409204277513
385837,Weird Al Just Topped His Best Work With This Lorde Parody,http://mic.com/articles/93786/weird-al-just-topped-his-best-work-with-this-lorde-parody,Mic,e,dR8bF9MEsgCTDuMoEVRIQ_Q8cUP8M,mic.com,1405573417937
135187,Maleficent Sneak Peek to Debut in Disney Parks,http://www.comingsoon.net/news/movienews.php\?id=117266,ComingSoon.net,e,d-UOy82QM-4rUtMoiGiytbPVsKAZM,www.comingsoon.net,1397838389208
24799,Carl Icahn Wants eBay To Take 20% Of PayPal Public,http://www.businessinsider.com/carl-icahn-ebay-paypal-ipo-plan-20-percent-2014-3,Business Insider,b,dk6y3_aZG019RyMue5rnjOjxIwl3M,www.businessinsider.com,1395319455552
50554,Notable Mergers and Acquisitions of the Day 03/27: (BAX) (ACET) (YHOO),http://www.streetinsider.com/Special+Reports/Notable+Mergers+and+Acquisitions+of+the+Day+0327%3A+(BAX)+(ACET)+(YHOO)/9322697.html,StreetInsider.com \(subscription\),b,dIAdM8z-YVfMGHMYBAfJbZLw5AKbM,www.streetinsider.com,1395945653100
287787,Kit Harington Dishes More Dirt on 'Game of Thrones' Finale!,http://www.justjared.com/2014/06/14/kit-harington-dishes-more-dirt-on-game-of-thrones-finale/,Just Jared,e,dk-StuXUaZbMudMnMItoBJAcuPRQM,www.justjared.com,1402815124555
325387,Transformers: Age of Extinction (Paramount Pictures,,,,,,
265143,"LeVar Burton Launches Kickstarter Campaign to Bring ""Reading Rainbow"" to  ...",http://www.nbcbayarea.com/entertainment/entertainment-news/LeVar-Burton-Kickstarter-Reading-Rainbow-260994851.html,NBC Bay Area,e,dFbBadTfnyruyGMBJzaejtqpN5B0M,www.nbcbayarea.com,1401362978675
305970,US Markets Today Rise After FOMC; BBRY Stock Gets a Bump,http://moneymorning.com/2014/06/18/u-s-markets-today-rise-after-fomc-bbry-stock-gets-a-bump/,Money Morning,b,d4u8QWydBNJvh7MnqeUC3nuVpglWM,moneymorning.com,1403191994906
12624,Financial Focus: How will Social Security fit into your retirement income strategy?,http://www.eastvalleytribune.com/columns/article_e1d107a0-abcd-11e3-a579-0019bb2963f4.html,East Valley Tribune,b,dBGBNqWSns6eeSMBg9wfULM2LDsjM,www.eastvalleytribune.com,1395055381444
258218,Queen to release new album featuring Freddie Mercury's unreleased songs,http://www.anglechronicle.com/queen-to-release-new-album-featuring-freddie-mercurys-unreleased-songs/3252/,Angle Chronicle,e,dZdtm5nDuct0BjMbRYhY-OxVZj63M,www.anglechronicle.com,1401238280122
133173,Earth-like planet spotted in habitable zone,http://www.delhidailynews.com/news/Earth-like-planet-spotted-in-habitable-zone-1397813268/,Delhi Daily News,t,dxPnoRpzvczjD6MRAccR6vVJbrWrM,www.delhidailynews.com,1397829645077
375078,John Wayne Heirs Sue Over 'Duke' Bourbon,http://www.mbtmag.com/news/2014/07/john-wayne-heirs-sue-over-duke-bourbon,Manufacturing Business Technology,e,dwemc277_WBy7UMPJz5ZRnKnn1CzM,www.mbtmag.com,1404973936391
141844,Barry Everard - Record Store Day 2014,http://www.thestar.co.uk/video/entertainment-and-lifestyle/barry-everard-record-store-day-2014-3486112605001,The Star,t,dihPMWS9OpaXMIMfWrnMIPc1AXNAM,www.thestar.co.uk,1398003567210
88188,Patrick Buchanan,http://mdjonline.com/view/full_story/24888287/article-The-new-blacklist--Woe-be-to-the-victims-of-the--gay-mafia-\?instance=special%20_coverage_right_column,Marietta Daily Journal,t,d9UjCbiQnhh-VnMHdCsHeDVQDYRrM,mdjonline.com,1396932578096
265697,Chelsea Handler to end E! run in August,http://www.examiner.com/article/chelsea-handler-to-end-e-run-august,Examiner.com,e,dOTOBlgWJ4ohfJM5qOUy7wwF-HZOM,www.examiner.com,1401366678098
188241,Three surprising business ventures of the Chinese tech giant Alibaba,http://qz.com/206946/three-surprising-business-ventures-of-the-chinese-tech-giant-alibaba/,Quartz,b,dmiKSRWtLS-0oQMZgRdMabvm20GNM,qz.com,1399496029670
361329,The Roots play with Ed Sheeran,,,,,,
301288,General Motors CEO Mary Barra and former US Attorney Anton Valukas,,,,,,
163265,Microsoft reports Q3 revenues of US$20.4bn,,,,,,
409472,ACU grad with Ebola virus diverts experimental serum to another missionary,http://www.ktxs.com/news/acu-grad-with-ebola-virus-diverts-experimental-serum-to-another-missionary/27253036,KTXS,m,dkFBGH9O32FzdJM4hxjOA_fjDQCTM,www.ktxs.com,1406880726373
370881,Forgotten vials of smallpox found in storage room,http://www.buffalonews.com/article/20140708/AP/307089555,Buffalo News,m,dqz8BAzkp_qRtMM5tjn6tPyiMxajM,www.buffalonews.com,1404853900632
80854,March factory PMI plummets,http://www.business-standard.com/article/economy-policy/march-factory-pmi-plummets-114040100226_1.html,Business Standard,b,dW-D6tlXZlm5iYMB7c6R8hp5mkTcM,www.business-standard.com,1396433036986
47374,AOL rolls out new platform in bid tTo bBecome digital ad hub,http://www.thestar.com.my/Business/Business-News/2014/03/27/AOL-Rolls-Out-New-Platform-In-Bid-To-Become-Digital-Ad-Hub/,The Star Online,b,dfuJ0-1HXHkZFCMJuoIaEbOzrWmeM,www.thestar.com.my,1395880343909
80415,Poll panel clears the way for new bank licences,http://www.thehindubusinessline.com/economy/poll-panel-clears-the-way-for-new-bank-licences/article5859744.ece,Hindu Business Line,b,d80TjEemAhW18OMzRFagYuDvsaiVM,www.thehindubusinessline.com,1396430657749
415340,2014 MTV Video Music Awards,http://www.tcpalm.com/news/2014-mtv-video-music-awards,TCPalm,e,dvOd5HbJXx6GwjMNT6O3asE_sPupM,www.tcpalm.com,1409019939319
271710,Miley Cyrus' Robbed? 'Bangerz' Singer Gets Maserati And Jewelry Stolen,http://www.designntrend.com/articles/14798/20140602/miley-cyrus-robbed-bangerz-singer-maserati-jewelry.htm,Design \& Trend,e,dTyxc5P62fcuQNMqRFCvzU1EfTP7M,www.designntrend.com,1401836262215
93770,Photos: Remembering Peaches Geldof,http://www.windsorstar.com/entertainment/celebrity/Photos+Peaches+Geldof+dies/9710149/story.html,Windsor Star,e,dVcLyu7MZ2lvOuM8psiqi0ay7A2GM,www.windsorstar.com,1396997415816
261867,Hayden Panettiere Pregnant: Who Is Mr. Wladimir Klitschko?,http://www.contactmusic.com/article/hayden-panettiere-pregnant-wladimir-klitschko-boxer-father-report_4218033,Contactmusic.com,e,dMYt82vD-Cpy3sMftqHIpB6JZlMmM,www.contactmusic.com,1401301942984
360224,Nokia Lumia 2520 tablet leaks in T-Mobile press material,,,,,,
213499,"Google Gets More ""Forget"" Requests",http://en.kioskea.net/news/24905-google-gets-more-forget-requests,Kioskea,t,dEo22Vevdh8rITMm_cyAATpF8i6VM,en.kioskea.net,1400383286602
306856,Harley-Davidson reveals electric bike,,,,,,
109222,Ace Frehley backstage at the 2014 Rock and Roll Hall of Fame ceremony,http://www.examiner.com/article/ace-frehley-backstage-at-the-2014-rock-and-roll-hall-of-fame-ceremony,Examiner.com,e,ds2zAAbxdE87cfM7FtNzjJTYkTxAM,www.examiner.com,1397407561755
153703,Nessie to boost Highland businesses,http://www.inverness-courier.co.uk/News/Nessie-to-boost-Highland-businesses-23042014.htm,Inverness Courier,t,dunA0xQYBXoPWtMwxSk5PTAYnrxyM,www.inverness-courier.co.uk,1398279281919
90856,Rich nations propelling global growth,,,,,,
91408,Tokyo stocks close down 1.36pc,http://thepeninsulaqatar.com/news/latest-news/279047/tokyo-stocks-close-down-1-36pc,Peninsula On-line,b,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM,thepeninsulaqatar.com,1396987514175
292499,What to Watch on Sunday: The season finale of “Game of Thrones”,http://www.charlotteobserver.com/2014/06/15/4972755/what-to-watch-on-sunday-the-season.html,Charlotte Observer,e,dtLtt-IeRy0OVEMd9WiAB4ox5AM7M,www.charlotteobserver.com,1402945444472
128268,IBM Drops 4% After Its $22.48B Q1 Revenue Fails To Meet Investor Expectations,http://techcrunch.com/2014/04/16/ibm-drops-4-after-its-22-48b-q1-revenue-fails-to-meet-investor-expectations/,TechCrunch,b,dVi8YU8BTvscwaMxEr3HnjKb2kkdM,techcrunch.com,1397761784177
407295,WWE News: Major Update On WWE Network Subscriptions,,,,,,
136549,GM to seek court protection from ignition lawsuits,http://www.globalpost.com/dispatch/news/afp/140416/gm-seek-court-protection-ignition-lawsuits,GlobalPost,b,dgi3Hd0asMvcxgMXss3LYQnCUbkBM,www.globalpost.com,1397887452541
94068,Simon Cowell not proud of affair,,,,,,
278911,Probe launched into Harrison Ford injury on 'Star Wars' set,http://jam.canoe.ca/Movies/2014/06/13/21738611-wenn-story.html,CANOE,e,d3bMCXL9DjGrsRM1OgqoCq15EgwNM,jam.canoe.ca,1402673482193
89866,VIDEO: Peaches Geldof Dead At 25,http://www.tele-management.ca/2014/04/video-peaches-geldof-dead-at-25/,Telemanagement,e,dbkX8-vtewxCqcMTbv2ELSzyqzFNM,www.tele-management.ca,1396938348056
116825,Jefferies Downgrades Johnson & Johnson (JNJ) to Hold,http://www.streetinsider.com/Analyst+Comments/Jefferies+Downgrades+Johnson+%26+Johnson+(JNJ)+to+Hold/9375937.html,StreetInsider.com \(subscription\),b,deWNZ6XT-DfVZAMkcccHGKfztwhGM,www.streetinsider.com,1397576697990
3347,Neil Young's PonoMusic music service will debut this week,http://www.realitytvworld.com/news/neil-young-ponomusic-music-service-will-debut-this-week-50126625.php,Reality TV World,e,dySYl91T1BpO-NM0mbKWEsHDcxedM,www.realitytvworld.com,1394536227936
35463,3 Key Takeaways from Tiffany & Co. (TIF) 4QFY14 Earnings,http://www.bidnessetc.com/21296-tiffany-co-nyse-tif-misses-4qfy14-estimates-and-weak-guidance/,Bidness Etc,b,dw8HvyGz0gkDCPMClNqGANZQ_UgZM,www.bidnessetc.com,1395620259901
301611,SMITH: Social Security's problems can be solved,http://www.burlesonstar.net/ci_25976346,Burleson Star,b,diOqE1eqqeRKfBMGnbiJ29FWKDPNM,www.burlesonstar.net,1403112770306
371193,Amazon Really,,,,,,
336976,Chiara de Blasio joins her parents at New York's Gay Pride parade as the day is  ...,http://www.dailymail.co.uk/news/article-2674669/Proud-Gay-pride-parades-step-US.html,Daily Mail,e,dRedSmdh6naJSJM3s5w1uCnx5CJrM,www.dailymail.co.uk,1404164512668
135009,Elmhurst native reteams with Depp for 'Transcendence',https://www.dailyherald.com/article/20140418/entlife/140418669/,Chicago Daily Herald,e,dYDy5Cctr5R73wMUxK20I9E8zWZMM,www.dailyherald.com,1397837515990
175184,Get Ready To Party With New Kids On The Block On The High Seas! The Boys  ...,http://perezhilton.com/2014-04-30-new-kids-on-the-block-rock-the-boat-tv-guide-channel-reality-show-eight-episodes,PerezHilton.com,e,djV5eby1iUTuv6MV51p5Vy7n6n96M,perezhilton.com,1398877979286
233324,Iranian 'Happy' Dancers Released from Jail,http://www.voanews.com/content/iranians-arrested-for-posting-happy-video-/1919237.html,Voice of America,e,dsgu_qcwMTXqMVMKBXGiRXf0C4r7M,www.voanews.com,1400703521823
188864,Fiat Chrysler Offered Every Journalist A Free Tablet Yesterday,http://jalopnik.com/fiat-chrysler-offered-every-journalist-a-free-tablet-ye-1572883681,Jalopnik,b,d43G8-_rVRcvgFMZFLjZqMjhHag4M,jalopnik.com,1399500149459
54265,James Franco calls Lindsay Lohan 'sex list' lies,http://jam.canoe.ca/Celebrities/2014/03/27/21562211-wenn-story.html\?cid=rssentertainment,CANOE,e,dAxGFe8rVDlNCbMrvU0XwKeVKzMGM,jam.canoe.ca,1395964064156
172936,Justin Bieber Austin Mahone's Coachella Loving Friend: Modeling with Kendall  ...,http://www.beautyworldnews.com/articles/8916/20140428/justin-bieber-austin-mahones-coachella-loving-friend-modeling-with-kendall-jenner-for-calvin-klein-rumors-flying-about-a-possible-revenge-photo-shoot-against-selena-gomez.htm,Beauty World News,e,dFXtL6lz5yh_I9MX3a4zodKcvkSiM,www.beautyworldnews.com,1398856067110
254491,Rap Genius Dumps Co-Founder Over Annotations to Alleged UCSB Shooter  ...,http://time.com/116717/rap-genius-dumps-co-founder-over-annotations-to-alleged-ucsb-shooter-manifesto/,TIME,e,de9lBV0wevd7LzMsc2kR70X3bF1rM,time.com,1401171940478
15767,Weighing the Week Ahead: Yellen Takes the Stage,http://www.wallstreetsectorselector.com/2014/03/weighing-week-ahead-yellen-takes-stage/,Wall Street Sector Selector,b,dqYrKBucQDoKKnMa4uJ6KQBBUlDqM,www.wallstreetsectorselector.com,1395154000366
71827,Japan must end 'scientific whaling' in the Antarctic,http://www.theecologist.org/News/news_round_up/2341220/japan_must_end_scientific_whaling_in_the_antarctic.html,The Ecologist,t,dqoEN8WHoSSePPMej4C6wSjWcolPM,www.theecologist.org,1396289076783
49015,First Impressions Review: Noah,http://www.themarshalltown.com/zine/2014/03/27/first-impressions-review-noah/,The Marshalltown,e,dtWuGpcG1wq8wVMInm8hRU3o3koMM,www.themarshalltown.com,1395885559889
234180,Unwanted Germs Can Land,,,,,,
155114,AOL add Miramax films to video platform,http://www.skynews.com.au/news/showbiz/world/2014/04/24/aol-add-miramax-films-to-video-platform.html,Sky News Australia,e,dNJ9ZaLKTRd-aOMnQfoJOka_d5hZM,www.skynews.com.au,1398289491502
83692,Indian drug maker Sun to buy troubled peer Ranbaxy for $4 bn,http://medicalxpress.com/news/2014-04-indian-drug-maker-sun-peer.html,Medical Xpress,b,dTc_RADT78jRagMFnc0tgkfIewKsM,medicalxpress.com,1396867461206
126111,“Kill Switch” Coming To Smartphones Summer 2015,http://www.pingzine.com/kill-switch-coming-to-smartphones-summer-2015-32571/,Ping\! Zine Web Tech Magazine,t,dZoa6rdUz1R7chM64nVzYUZYaHafM,www.pingzine.com,1397709851742
390759,Despite Recurrent Warnings,,,,,,
76536,Corn prices climb on reports of falling supply,http://siouxcityjournal.com/ap/business/corn-prices-climb-on-reports-of-falling-supply/article_a618eaf8-bf54-5e75-8ae2-9599c4fb0084.html,Sioux City Journal,b,dccveTH8QXiaOMM_0gxViljSVuupM,siouxcityjournal.com,1396365752920
165516,Fed taper to cause 'severe recession': Economist,http://www.cnbc.com/id/101620798,CNBC.com,b,dpAEnAllT3kMEkMV-HJ101xAeTSIM,www.cnbc.com,1398764325250
8995,US stocks hold losses,http://www.ig.com/uk/indices-news/2014/03/12/us-stocks-hold-losses-14986,IG,b,dey1wWSDFLloFaMb4H5WhUu2P5biM,www.ig.com,1394710513546
268022,Wall St The Week Ahead: Jobs data and ECB will sway bonds market,http://www.cityam.com/article/1401682279/wall-st-week-ahead-jobs-data-and-ecb-will-sway-bonds-market,CITY A.M.,b,dcsMG9k5ZBTI_3MnrLtLtLyQXPgnM,www.cityam.com,1401809627925
318522,Poop probe proves Neanderthals ate their greens,http://www.wired.co.uk/news/archive/2014-06/26/neanderthal-plant-poop,Wired.co.uk,t,dvk9QnGcCB6CO8MoHi6X3xncJYWVM,www.wired.co.uk,1403785165981
243599,'X-Men: Days of Future Past' movie tops reviews,,,,,,
180072,Scientists: Young Blood Rejuvenates Older Mice,http://www.malaysiasun.com/index.php/sid/221686917/scat/e974f944f2e7496e/ht/Scientists-Young-Blood-Rejuvenates-Older-Mice,Malaysia Sun,m,dTfcxQB6t3H2-5MmLMIAMTMZooydM,www.malaysiasun.com,1399326301402
220921,Google to buy video-streaming service Twitch: Report,http://ibnlive.in.com/news/google-to-buy-videostreaming-service-twitch-report/472758-11.html,IBNLive,t,dh2G_uk6fdesDLMZu0gtUR08tLwfM,ibnlive.in.com,1400517967443
186685,Google and Intel team up to give Chromebooks more power,http://www.theverge.com/2014/5/6/5687518/google-and-intel-team-up-to-give-chromebooks-more-power,The Verge,t,dlnFKWgbLogx4bML9ghxW1sk4XwdM,www.theverge.com,1399446689760
71313,GM Expands Ignition Switch Recall To Include 824000 2008-'11 Models,http://www.edmunds.com/car-news/gm-expands-ignition-switch-recall-to-include-824000-2008-11-models.html,Edmunds.com,t,dLuV3nUomf1hshMPo13W-T3R4PqIM,www.edmunds.com,1396286901102
137598,Christians celebrate Easter weekend,http://www.wcyb.com/news/christians-celebrate-easter-weekend/25555954,WCYB,e,d86mY8F5NtaSAMMd7-bPjN8MVruJM,www.wcyb.com,1397893948651
189080,After Six Decades As A Staple,,,,,,
134832,Here's the First Trailer for the Clint Eastwood-Directed Film Version of 'Jersey Boys',http://www.celebuzz.com/2014-04-18/heres-the-first-trailer-for-the-clint-eastwood-directed-film-version-of-jersey-boys/,Celebuzz,e,dCBua0zJyKNiI4MU2Z0cg_sUtl6oM,www.celebuzz.com,1397836818281
293275,Prince George Is On The Move - Crawling On Father's Day!,http://www.allmediany.com/news/24937-prince-george-is-on-the-move-crawling-on-father039s-day,AllMediaNY,e,dSUrKCdLaTYIcmMEJlzhgWaqKTOoM,www.allmediany.com,1402953229649
279024,Disney rep: Harrison Ford injured on set of 'Star Wars: Episode VII',http://www.themalaymailonline.com/showbiz/article/disney-rep-harrison-ford-injured-on-set-of-star-wars-episode-vii,The Malay Mail Online,e,d3bMCXL9DjGrsRM1OgqoCq15EgwNM,www.themalaymailonline.com,1402673522030
59716,Flu Vaccine Makes Kids 74% Less Likely To Need Hospitalization,http://www.medicaldaily.com/flu-vaccine-makes-kids-74-less-likely-need-hospitalization-273126,Medical Daily,m,dRL1Xv305NpxYJMi_gnzr_7LNA_nM,www.medicaldaily.com,1396023764457
9839,Genghis Khan's secret weapon was rain,http://www.hnn.us/article/154943,History News Network,t,d40CpPlN-XsNHQMk-K5KHI7-lqiKM,www.hnn.us,1394714050875
2772,Jason Mesnick: Juan Pablo Was Made to Look Bad Because He Doesn't Propose,http://www.wetpaint.com/the-bachelor/articles/2014-03-06-jason-mesnick-juan-pablo-propose,Wetpaint,e,dHmpog6unxaYYaMzYMEdbkeDeB9iM,www.wetpaint.com,1394525790899
219195,New concerns about the MERS outbreak in the United States,http://www.ketknbc.com/news/new-concerns-about-the-mers-outbreak-in-the-united,KETK,m,dpWDAbG1iDe8FAMsxIa4W5B5swh_M,www.ketknbc.com,1400461396901
646,Ukraine crisis not an excuse to raise energy prices,http://www.uswitch.com/gas-electricity/news/2014/03/10/ukraine-crisis-not-an-excuse-to-raise-energy-prices/,uSwitch.com \(Tech\),b,dzARZ-2rFA_38RMsnccLUHtF-_42M,www.uswitch.com,1394485192015
320648,George Lucas to set up Lucas Museum of Narrative Art in Chicago,http://metronews.ca/scene/1077969/george-lucas-to-set-up-lucas-museum-of-narrative-art-in-chicago/,MetroNews Canada,e,dJ2RGmKzlpO1pdMag4rrtPMa7H5XM,metronews.ca,1403801275800
375956,Clooney slams claims about future marriage,http://wnax.com/news/030030-george-clooney-slams-papers-claims-about-future-marriage/,WNAX,e,d-8MyxykhnG98yMM55pOEPA7TH01M,wnax.com,1404981412488
292354,'Game of Thrones' Author George RR Martin Fires Home the First Pitch for  ...,http://sports.yahoo.com/news/game-thrones-author-george-r-r-martin-fires-125300652.html,Yahoo Sports,e,dtLtt-IeRy0OVEMd9WiAB4ox5AM7M,sports.yahoo.com,1402945396260
1189,Japanese bitcoin exchange files US bankruptcy case (Update),http://phys.org/news/2014-03-japanese-bitcoin-exchange-bankruptcy-case.html,Phys.Org,t,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,phys.org,1394499871023
36992,Twitter's Music app is dead,,,,,,
104965,Ohio geologists link small earthquakes to hydraulic fracking,http://www.news-journal.com/news/nation/ohio-geologists-link-small-earthquakes-to-hydraulic-fracking/article_bf62ea97-58bf-5428-83c0-b5b8743ec1ef.html,Longview News-Journal,b,dHwxLi_Q82kV6fMnj1vB_Hq1lrWCM,www.news-journal.com,1397345332593
101605,JPMorgan profit down 19% on lower mortgage income,http://www.gulf-times.com/eco.-bus.%20news/256/details/387991/jpmorgan-profit-down-19%25-on-lower-mortgage-income,Gulf Times,b,df5fKCUy67JAVNMUknwR6CY-Er6XM,www.gulf-times.com,1397290219171
119537,Selena Gomez thinks Justin Bieber is 'uncool',http://www.3news.co.nz/Selena-Gomez-thinks-Justin-Bieber-is-uncool/tabid/418/articleID/340135/Default.aspx,3News NZ,e,d9qTxUX_igYb5EM720C4ETGGNKxGM,www.3news.co.nz,1397592477934
90261,This Is The Fittest City In America,http://www.refinery29.com/2014/04/65822/gallup-study-fittest-cities,Refinery29,m,d23T11KVhI_GosM1ZtmIoHjH8otEM,www.refinery29.com,1396940239254
56795,Senate Health,,,,,,
55957,TSA wants police at checkpoints after fatal LAX terminal shooting,http://www.heraldtimesonline.com/news/nation/tsa-wants-police-at-checkpoints-after-fatal-lax-terminal-shooting/article_f4b88aa3-8a29-5dca-9274-0d9d4d40072d.html,The Herald-Times \(subscription\),m,dZrTpOFvOVEuAiMJcCwtPITE-x0CM,www.heraldtimesonline.com,1395969589428
243030,Adam Sandler,,,,,,
30982,Microsoft Searched Blogger's Hotmail to Find Windows 8 Leak,http://www.pcmag.com/article2/0,,,,,
48495,HTC One (M8) iFixit teardown shows the juicy insides,http://www.slashgear.com/htc-one-m8-ifixit-teardown-shows-the-juicy-insides-26322211/,SlashGear,t,dtrwBSe3r7m608MhX7j3pXTLfPeAM,www.slashgear.com,1395883829502
55544,Are These 2 Biotech Value Plays Value Traps?,http://www.fool.com/investing/general/2014/03/26/are-these-2-biotech-value-plays-value-traps.aspx,Motley Fool,m,dlzw8XNk-OFVKiMsmHrU-gEFy-mmM,www.fool.com,1395968218967
132146,Current Mortgage Rates: Bank of America 30-Year and 15-Year Fixed Mortgage  ...,http://southerndailypress.com/current-mortgage-rates-bank-america-30-year-15-year-fixed-mortgage-rates-april-17-18501.html,Southern Daily Press,b,d_XjNfIVdB0iykM3hGGGWcvEQ4uqM,southerndailypress.com,1397824692389
119347,First trailer for David Fincher's Gone Girl movie,http://www.denofgeek.us/movies/gone-girl/234735/first-trailer-for-david-finchers-gone-girl-movie,Den of Geek \(US\),e,dplR3ISnkkn9qbM8zYnygjzuPNkfM,www.denofgeek.us,1397591801714
212568,Daily Wrap: Rough day for wrestling and Red Lobster,http://www.stltoday.com/business/local/daily-wrap-rough-day-for-wrestling-and-red-lobster/article_f417724b-4a6d-5a6c-8e12-5722313fb929.html,STLtoday.com,b,duoyAwRXp-a3WiM9AJda6uF0yzRQM,www.stltoday.com,1400374842714
81558,Lawmakers grill GM chief over recall,,,,,,
252112,Kim Kardashian,,,,,,
398716,US home prices rise at slowest pace in 15 months,,,,,,
46599,Backers of malpractice cap ballot measure submit signatures,http://www.latimes.com/local/political/la-me-pc-micra-initiatve-signatures-20140324,,,,,
96013,Icahn,,,,,,
191601,What Is Mario Drahi's Roadmap on ECB Policy?,http://www.bloomberg.com/video/what-is-mario-drahi-s-roadmap-on-ecb-policy-92ptFdx1SkOMFRKr18NNjw.html,Bloomberg,b,d9VRwFyyf249y0M7nCc89xlsJwe-M,www.bloomberg.com,1399555529734
42839,Pharrell Williams pushes for Hillary Clinton's 2016 presidential run,http://www.nydailynews.com/news/politics/pharrell-williams-pushes-hillary-clinton-presidential-run-article-1.1734257,New York Daily News,e,dG0ufwj6YAAm6mMh5TswDxFimzd_M,www.nydailynews.com,1395777514506
25966,Toyota's S$1.5b settlement may guide US probe into GM,http://www.todayonline.com/business/toyotas-s15b-settlement-may-guide-us-probe-gm,TODAYonline,t,dhtt6e_rEUbtXXMK83zozijEyPzbM,www.todayonline.com,1395324860241
308585,How High Can The S&P 500 Go Is Not The Right Question,http://www.investing.com/analysis/how-high-can-the-s-p-500-go-is-not-the-right-question-216867,Investing.com,b,d89-ot4Ryz1QQzM6Sq78GSKY05VnM,www.investing.com,1403547696451
89521,'Captain America' sets April record with $96.2M in debut,http://www.kpvi.com/business/story/Captain-America-sets-April-record-with-96-2M-in/m5ZnuVt_ZUS3QL6U2AT3aQ.cspx,KPVI News 6,e,dkQpE8G_nkacrOM_hw_ZaMbTFsuuM,www.kpvi.com,1396937074276
224865,Is the Longitude Prize merely a scientific version of Britain's Got Talent,,,,,,
7733,Durham drug company will give experimental medicine to first-grader Josh Hardy,http://www.newsobserver.com/2014/03/11/3693746/durham-drug-company-will-give.html,News \& Observer,m,duPg714sFKxgjsMyzHO0691bLXGoM,www.newsobserver.com,1394620833395
234293,Target 1Q profit falls 16 percent,http://www.mantecabulletin.com/section/142/article/106278/,Manteca Bulletin,b,duMUa8I6S6jXGEMkTNEzuRz6bDYvM,www.mantecabulletin.com,1400751140728
63219,Hot Trailer: Keira Knightley & Mark Ruffalo In …,http://www.deadline.com/2014/03/video-begin-again-trailer-keira-knightley/,Deadline.com,e,dirYFUac8BaEt-MqUqv4Mx_3x0VSM,www.deadline.com,1396080325896
345179,Samsung Galaxy S5 Google Play Edition Render Leaks Online,http://www.gizmodo.in/indiamodo/Samsung-Galaxy-S5-Google-Play-Edition-Render-Leaks-Online/articleshow/37640067.cms,Gizmodo India,t,dcHIWOvLlwDVUGMhu05858VLOwMZM,www.gizmodo.in,1404313981387
40770,Ashton Kutcher and Mila Kunis Lock Lips on Kiss Cam at Clippers Game,http://www.people.com/people/article/0,,,,,
17998,Hubble telescope marks anniversary by capturing star birth,http://www.wtsp.com/story/news/2014/03/18/news-science-nasa-hubble-star/6557307/,WTSP 10 News,t,d7B26Sjo5-HuUlM9ySUDAneL5hF7M,www.wtsp.com,1395162139440
226546,Surface Pro 3 Tablet Targets Laptops,http://www.itbusinessnet.com/article/Surface-Pro-3-Tablet-Targets-Laptops-3268205,IT Business Net,t,d8RQ_Sulz5O3DQMSu-uni85P9n0EM,www.itbusinessnet.com,1400638580015
251002,Osmo Uses Your iPad to Get Your Kids Playing in the Real World,http://www.gizmodo.in/gadgets/Osmo-Uses-Your-iPad-to-Get-Your-Kids-Playing-in-the-Real-World/articleshow/35486209.cms,Gizmodo India,t,dUdpG_NT33eQetMyvB3ZiGkgM8cfM,www.gizmodo.in,1401103517609
5585,SXSW 2014: Neil deGrasse Tyson Proves Science is 'Cool' Again - VIDEO,http://www.towleroad.com/2014/03/sxsw-2014-neil-degrasse-tyson-proves-science-is-cool-again-video.html,Towleroad,t,dZ9Dt3M_96s6vvMSB5n0INMObqVuM,www.towleroad.com,1394585499866
318989,Mountain View: 10 Occupy Google protesters arrested after refusing to leave for  ...,http://www.timesheraldonline.com/news/ci_26033954/mountain-view-10-occupy-google-protesters-arrested-after,Vallejo Times-Herald,t,dpsakDmS4EMp2OMSsfVT7EGqNCG3M,www.timesheraldonline.com,1403789270700
259931,LG G3 vs. Samsung Galaxy S5,,,,,,
137407,Khloé Kardashian Casually Dating French Montana,,,,,,
336446,Thought Google I/O was only about consumers? Think again,http://www.crn.com.au/Feature/388959,,,,,
155376,Dorchester District Two officials reviewing policies on e-cigarettes,http://www.counton2.com/story/25323197/dorchester-district-two-officials-reviewing-policies-on-e-cigarettes,WCBD,m,dFf0bJOWMgalqfM9545duKuSvhmPM,www.counton2.com,1398290835381
331200,$100 worth of Android apps are free today from the Amazon Appstore,http://phandroid.com/2014/06/27/amazon-appstore-free-sale/,Phandroid.com,t,dUH_UYnfs3XIuAMn-DrlKYk5vc0JM,phandroid.com,1404081204671
